timestamp,capacity_wh,power_watts,temperature,humidity,cloud_cover,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_minutes,hour,day_of_week,month,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,in_solar_window,effective_sunshine,capacity_lag_1h,capacity_lag_3h,capacity_lag_6h,capacity_lag_12h,capacity_lag_24h,capacity_rolling_6h,capacity_rolling_24h,power_rolling_6h,power_rolling_24h,radiation_rolling_6h,capacity_change,capacity_next_hour
2025-07-08 15:00:00,1600.0,47.275,16.9,49,51,567.0,362.0,205.0,3600.0,15,1,7,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1584.0,1376.0,1424.0,1600.0,1470.6666666666667,47.145833333333336,47.473958333333336,629.0,0.0,1600.0
2025-07-08 16:00:00,1600.0,47.275,17.0,49,49,483.0,284.0,199.0,3600.0,16,1,7,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1600.0,1360.0,1456.0,1600.0,1476.6666666666667,47.137499999999996,47.504861111111104,616.3333333333334,0.0,1600.0
2025-07-08 17:00:00,1600.0,47.074999999999996,16.5,53,37,363.0,198.0,165.0,3600.0,17,1,7,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1600.0,1360.0,1488.0,1600.0,1481.3333333333333,47.13472222222222,47.52986111111111,567.0,0.0,1600.0
2025-07-08 18:00:00,1600.0,47.0,16.4,54,32,304.0,209.0,95.0,3600.0,18,1,7,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1600.0,1360.0,1488.0,1600.0,1486.0,47.12083333333334,47.559374999999996,509.6666666666667,0.0,1600.0
2025-07-08 19:00:00,1600.0,46.88333333333333,15.0,67,28,175.0,102.0,73.0,3600.0,19,1,7,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1600.0,1392.0,1472.0,1600.0,1491.3333333333333,47.0875,47.58958333333334,425.1666666666667,0.0,1600.0
2025-07-08 20:00:00,1600.0,47.15833333333333,13.9,75,33,68.0,30.0,38.0,3445.97,20,1,7,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1600.0,1440.0,1456.0,1600.0,1497.3333333333333,47.11111111111111,47.60902777777778,326.6666666666667,0.0,1600.0
2025-07-08 21:00:00,1600.0,49.925000000000004,13.1,79,28,6.0,1.0,5.0,0.0,21,1,7,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1600.0,1584.0,1440.0,1600.0,1504.0,47.55277777777778,47.63993055555556,233.16666666666666,0.0,1600.0
2025-07-08 22:00:00,1600.0,49.98333333333333,12.8,81,45,0.0,0.0,0.0,0.0,22,1,7,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1600.0,1600.0,1424.0,1600.0,1511.3333333333333,48.00416666666666,47.672222222222224,152.66666666666666,0.0,1584.0
2025-07-08 23:00:00,1584.0,49.96666666666667,12.6,83,47,0.0,0.0,0.0,0.0,23,1,7,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0.0,1600.0,1600.0,1600.0,1600.0,1424.0,1597.3333333333333,1518.0,48.48611111111111,47.70000000000001,92.16666666666667,-16.0,1552.0
2025-07-09 00:00:00,1552.0,49.88333333333333,12.2,85,47,0.0,0.0,0.0,0.0,0,2,7,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0.0,1584.0,1600.0,1600.0,1600.0,1408.0,1589.3333333333333,1524.0,48.96666666666667,47.72777777777778,41.5,-32.0,1520.0
2025-07-09 01:00:00,1520.0,49.699999999999996,12.1,87,85,0.0,0.0,0.0,0.0,1,2,7,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0.0,1552.0,1600.0,1600.0,1600.0,1392.0,1576.0,1529.3333333333333,49.43611111111111,47.747569444444444,12.333333333333334,-32.0,1520.0
2025-07-09 02:00:00,1520.0,49.833333333333336,12.0,91,50,0.0,0.0,0.0,0.0,2,2,7,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0.0,1520.0,1584.0,1600.0,1600.0,1376.0,1562.6666666666667,1535.3333333333333,49.88194444444445,47.77673611111111,1.0,0.0,1504.0
